ID,Hour_of_Day,Days since last checkin,Check Ins,Contacts Created,Images Uploaded,Notes Written,Checkin_w_images,Checkin_w_Contact,Checkin_w_Note,Checkin_w_I_C,Checkin_w_C_N,Checkin_w_I_N,Checkin_w_All,Distance,FundraisingYear,day of week,day of month,% of Campaign,Campaign Day Funds,Past 1-3 avg,Past 3-6 avg,Future 0-3 avg,Change in past week,Running average,last week change from running,Percentile of Running,Percentile of Running by Market,Percentile of Past 1-3,Percentile of Past 1-3 by Market,Percentile of Past 3-6,Percentile of Past 3-6 by Market,Percentile of Past Week Change,Percentile of Past Week Change by market
30266-5-8-2017,6,30,1,0,2,0,1,0,0,0,0,0,0,476.2128933,2017,2,8,0.258064516,,0,0,,0,0,0,0,0,0,0,0,0,0,0
30266-5-9-2017,6,30,1,0,2,0,1,0,0,0,0,0,0,476.2128933,2017,3,9,0.290322581,,721.6666667,0,,0,270.625,1.666666667,0,0,0,0,0,0,0,0
30266-5-10-2017,6,30,1,0,2,0,1,0,0,0,0,0,0,476.2128933,2017,4,10,0.322580645,,1061.666667,0,,0,353.8888889,2,0.875,0.772,0.962,1,0.613,0.058,0.998,1
30266-5-11-2017,6,30,1,0,2,0,1,0,0,0,0,0,0,476.2128933,2017,5,11,0.35483871,,1447.333333,0,,0,434.2,2.333333333,0.904,0.673,0.914,0.687,0.962,1,0.087,0
30266-5-12-2017,6,30,1,0,2,0,1,0,0,0,0,0,0,476.2128933,2017,6,12,0.387096774,,1213,721.6666667,,0.680831409,527.6363636,1.298931771,0.912,0.776,0.908,0.705,0.913,0.705,0.211,0.588
30266-5-13-2017,6,30,1,0,2,0,1,0,0,0,0,0,0,476.2128933,2017,7,13,0.419354839,,1405.666667,1061.666667,,0.324018838,616.8333333,1.278843556,0.894,0.734,0.723,0.294,0.932,0.882,0.014,0
30266-5-14-2017,6,30,1,0,2,0,1,0,0,0,0,0,0,476.2128933,2017,1,14,0.451612903,,1578.333333,1447.333333,,0.090511285,698.2307692,1.260475194,0.89,0.6,0.854,0.352,0.857,0.529,0.194,0.294
30266-5-15-2017,6,30,1,0,2,0,1,0,0,0,0,0,0,476.2128933,2017,2,15,0.483870968,,1550,1213,,0.277823578,746.7142857,1.075760474,0,0,0,0,0,0,0,0
30266-5-16-2017,6,30,1,0,2,0,1,0,0,0,0,0,0,476.2128933,2017,3,16,0.516129032,,1330,1405.666667,,-0.053829737,759.4666667,0.751228933,0.169,0,0.361,1,0,1,0,1
30266-5-17-2017,6,30,1,0,2,0,1,0,0,0,0,0,0,476.2128933,2017,4,17,0.548387097,,1205.333333,1578.333333,,-0.236325238,793.3125,0.51936763,0.237,0,0.403,1,0,1,0,1
30266-5-18-2017,6,30,1,0,2,0,1,0,0,0,0,0,0,476.2128933,2017,5,18,0.580645161,,1079,1550,,-0.303870968,805.3529412,0.33978526,0,0,0,0,0,0,0,0
30266-5-19-2017,6,30,1,0,2,0,1,0,0,0,0,0,0,476.2128933,2017,6,19,0.612903226,,1130.666667,1330,,-0.149874687,821.3333333,0.376623377,0.243,0,0.407,1,0.393,1,0.496,1
30266-5-20-2017,6,30,1,0,2,0,1,0,0,0,0,0,0,476.2128933,2017,7,20,0.64516129,,1248.333333,1205.333333,,0.035674779,865.1578947,0.442896541,0.361,0,0.434,1,0.406,1,0.563,1
30266-5-21-2017,6,30,1,0,2,0,1,0,0,0,0,0,0,476.2128933,2017,1,21,0.677419355,,1296,1079,,0.201112141,878.95,0.474486603,0.343,0,0.397,1,0.434,1,0.426,1
30266-5-22-2017,6,30,1,0,2,0,1,0,0,0,0,0,0,476.2128933,2017,2,22,0.709677419,,1248.333333,1130.666667,,0.104068396,882.3333333,0.414809218,0.61,0,0.613,1,0.633,1,0.128,1
30266-5-23-2017,6,1,1,0,2,0,1,0,0,0,0,0,0,476.2128933,2017,3,23,0.741935484,,901,1248.333333,,-0.27823765,870.0454545,0.035578078,0.332,0,0.264,1,0.53,1,0.123,1
30266-5-24-2017,6,2,1,0,2,0,1,0,0,0,0,0,0,476.2128933,2017,4,24,0.774193548,,893.3333333,1296,,-0.310699588,880.826087,0.01419945,0.283,0,0.173,1,0.206,1,0.38,1
30266-5-25-2017,6,3,1,0,2,0,1,0,0,0,0,0,0,476.2128933,2017,5,25,0.806451613,,815.3333333,1248.333333,,-0.346862483,873.9583333,-0.067079857,0.267,0,0.251,1,0.096,1,0.806,1
30266-5-26-2017,6,4,1,0,2,0,1,0,0,0,0,0,0,476.2128933,2017,6,26,0.838709677,,880.3333333,901,,-0.022937477,871.28,0.010390843,0.243,0,0.158,1,0.172,1,0.442,1
30266-5-27-2017,6,5,1,0,2,0,1,0,0,0,0,0,0,476.2128933,2017,7,27,0.870967742,,887,893.3333333,,-0.007089552,881.5384615,0.006195462,0.267,0,0.353,1,0.168,1,0.783,1
30266-5-28-2017,6,6,1,0,2,0,1,0,0,0,0,0,0,476.2128933,2017,1,28,0.903225806,,1181.666667,815.3333333,,0.449304988,908.1481481,0.301182708,0.277,0,0.426,1,0.16,1,0.837,1
30266-5-30-2017,6,8,1,0,2,0,1,0,0,0,0,0,0,476.2128933,2017,3,30,0.967741935,,792.3333333,887,,-0.106726794,872.3103448,-0.091684126,0,0,0,0,0,0,0,0
30266-5-31-2017,6,9,1,0,2,0,1,0,0,0,0,0,0,476.2128933,2017,4,31,1,,467.6666667,1181.666667,,-0.604231312,864.1,-0.458781777,0,0,0,0,0,0,0,0
30266-5-8-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,476.2128933,2018,3,8,0.258064516,,0,0,,0,0,0,0,0,0,1,0,1,0,1
30266-5-9-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,476.2128933,2018,4,9,0.290322581,,819.3333333,0,,0,307.25,1.666666667,0.813,0,0.805,1,0.878,1,0.329,0
30266-5-10-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,476.2128933,2018,5,10,0.322580645,,1177,0,,0,392.3333333,2,0.811,0,0.729,0.5,0.857,1,0.285,0
30266-5-11-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,476.2128933,2018,6,11,0.35483871,,1686.333333,0,,0,505.9,2.333333333,0.873,0.95,0.922,1,0.897,0.5,0.278,1
30266-5-12-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,476.2128933,2018,7,12,0.387096774,,1610.333333,819.3333333,,0.96541904,662.6363636,1.430191613,0.685,0,0.874,0.5,0,0,0,0
30266-5-13-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,476.2128933,2018,1,13,0.419354839,,1900,1177,,0.614273577,769.25,1.469938252,0,0,0,0,0,0,0,0
30266-5-14-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,476.2128933,2018,2,14,0.451612903,,1641.333333,1686.333333,,-0.026685116,767.9230769,1.137366857,0.745,0.288,0.775,0.388,0.799,0.5,0.173,0.166
30266-5-15-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,476.2128933,2018,3,15,0.483870968,,1248.333333,1610.333333,,-0.224798178,788.1428571,0.583892212,0.746,0.233,0.785,0.176,0.725,0.352,0.874,0.235
30266-5-16-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,476.2128933,2018,4,16,0.516129032,,1067.333333,1900,,-0.438245614,828.8666667,0.287702083,0.476,0.332,0.803,0.666,0.498,0.222,0.886,0.833
30266-5-17-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,476.2128933,2018,5,17,0.548387097,,1565.333333,1641.333333,,-0.046303818,917.4375,0.706201603,0,0,0,0,0,0,0,0
30266-5-18-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,476.2128933,2018,6,18,0.580645161,,1577.333333,1248.333333,,0.263551402,927.4117647,0.700790731,0,0,0,0,0,0,0,0
30266-5-19-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,476.2128933,2018,7,19,0.612903226,,1828.333333,1067.333333,,0.71299188,995.4444444,0.836700525,0,0,0,0,0,0,0,0
30266-5-20-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,476.2128933,2018,1,20,0.64516129,,1750.333333,1565.333333,,0.11818569,1048.947368,0.668656966,0.038,0,0.125,1,0.025,1,0.963,1
30266-5-21-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,476.2128933,2018,2,21,0.677419355,,1816,1577.333333,,0.151310228,1060.7,0.71207693,0.609,0,0.645,1,0.644,1,0.218,1
30266-5-22-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,476.2128933,2018,3,22,0.709677419,,1511,1828.333333,,-0.173564266,1069.095238,0.413344617,0.059,0,0.112,1,0.04,1,0.889,1
30266-5-23-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,476.2128933,2018,4,23,0.741935484,,1164.333333,1750.333333,,-0.334793373,1064.681818,0.093597461,0.057,0,0.214,1,0.046,1,0.796,1
30266-5-24-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,476.2128933,2018,5,24,0.774193548,,1063,1816,,-0.414647577,1061,0.001885014,0,0,0,0,0,0,0,0
30266-5-25-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,476.2128933,2018,6,25,0.806451613,,1419.333333,1511,,-0.060666225,1112.875,0.275375342,0,0,0,0,0,0,0,0
30266-5-26-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,476.2128933,2018,7,26,0.838709677,,1824.666667,1164.333333,,0.567134269,1155.88,0.578595241,0.471,0.782,0.637,1,0,0,0,0
30266-5-27-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,476.2128933,2018,1,27,0.870967742,,1900.666667,1063,,0.788021323,1157.884615,0.641499197,0.649,0.375,0.688,0.5,0.695,0.5,0.791,0.75
30266-5-29-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,476.2128933,2018,3,29,0.935483871,,784.3333333,1824.666667,,-0.570149799,1116.071429,-0.297237333,0.049,0,0.054,1,0.104,1,0.324,1
30266-5-30-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,476.2128933,2018,4,30,0.967741935,,722.3333333,1900.666667,,-0.61995791,1112.827586,-0.350902743,0.066,0,0.237,1,0.191,1,0.557,1
30266-5-31-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,476.2128933,2018,5,31,1,,985.3333333,1513.666667,,-0.349042061,1140.2,-0.135824124,0.434,0,0.639,1,0,1,0,1
30514-5-8-2017,6,30,1,0,2,0,1,0,0,0,0,0,0,3265.597446,2017,2,8,0.258064516,,0,0,,0,0,0,0,0,0,0,0,0,0,0
30514-5-9-2017,6,30,1,0,2,0,1,0,0,0,0,0,0,3265.597446,2017,3,9,0.290322581,,417.6666667,0,,0,156.625,1.666666667,0.52,0.58,0.546,0.687,0.569,0.687,0.409,0.25
30514-5-10-2017,6,30,1,0,2,0,1,0,0,0,0,0,0,3265.597446,2017,4,10,0.322580645,,758.6666667,0,,0,252.8888889,2,0.715,0.255,0.733,0.25,0.745,0.312,0.765,0.5
30514-5-11-2017,6,30,1,0,2,0,1,0,0,0,0,0,0,3265.597446,2017,5,11,0.35483871,,1258.666667,0,,0,377.6,2.333333333,0.597,0.728,0.731,0.937,0.496,0.5,0.791,0.875
30514-5-12-2017,6,30,1,0,2,0,1,0,0,0,0,0,0,3265.597446,2017,6,12,0.387096774,,1116,417.6666667,,1.671987231,418.2727273,1.668115627,0,0,0,0,0,0,0,0
30514-5-13-2017,6,1,1,0,2,0,1,0,0,0,0,0,0,3265.597446,2017,7,13,0.419354839,,1165.333333,758.6666667,,0.53602812,481,1.422730423,0,0,0,0,0,0,0,0
30514-5-14-2017,6,2,1,0,2,0,1,0,0,0,0,0,0,3265.597446,2017,1,14,0.451612903,,1319.333333,1258.666667,,0.048199153,594.9230769,1.217653651,0.098,0.15,0.177,0.142,0.252,0.285,0.438,0.285
30514-5-15-2017,6,3,1,0,2,0,1,0,0,0,0,0,0,3265.597446,2017,2,15,0.483870968,,1305,1116,,0.169354839,608.2857143,1.145373415,0.634,0,0.652,1,0.655,1,0.19,1
30514-5-16-2017,6,4,1,0,2,0,1,0,0,0,0,0,0,3265.597446,2017,3,16,0.516129032,,1270,1165.333333,,0.089816934,638.8,0.988102693,0.1,0,0.055,0,0.092,0,0.181,0
30514-5-17-2017,6,5,1,0,2,0,1,0,0,0,0,0,0,3265.597446,2017,4,17,0.548387097,,828,1319.333333,,-0.372410308,638.625,0.296535526,0,0,0,0,0,0,0,0
30514-5-18-2017,6,6,1,0,2,0,1,0,0,0,0,0,0,3265.597446,2017,5,18,0.580645161,,912.6666667,1305,,-0.30063857,662,0.378650554,0.599,0,0.638,0.5,0.639,0,0.208,1
30514-5-19-2017,6,7,1,0,2,0,1,0,0,0,0,0,0,3265.597446,2017,6,19,0.612903226,,740,1270,,-0.417322835,655.6666667,0.128622267,0,0,0,0,0,0,0,0
30514-5-20-2017,6,8,1,0,2,0,1,0,0,0,0,0,0,3265.597446,2017,7,20,0.64516129,,795.6666667,828,,-0.039049919,663.4210526,0.199338887,0.589,0.601,0.849,1,0.38,0.75,0.947,1
30514-5-21-2017,6,9,1,0,2,0,1,0,0,0,0,0,0,3265.597446,2017,1,21,0.677419355,,958.3333333,912.6666667,,0.050036523,706.45,0.356547998,0.799,0,0.861,1,0.818,1,0.646,0.75
30514-5-22-2017,6,10,1,0,2,0,1,0,0,0,0,0,0,3265.597446,2017,2,22,0.709677419,,841,740,,0.136486486,682.1428571,0.232879581,0.838,0,0.82,1,0.858,1,0.162,0.25
30514-5-23-2017,6,11,1,0,2,0,1,0,0,0,0,0,0,3265.597446,2017,3,23,0.741935484,,779.3333333,795.6666667,,-0.020527859,679.2272727,0.147382275,0.307,0.166,0.42,0.375,0.236,0.062,0.841,1
30514-5-24-2017,6,12,1,0,2,0,1,0,0,0,0,0,0,3265.597446,2017,4,24,0.774193548,,524,958.3333333,,-0.453217391,682.6521739,-0.232405579,0.717,0.571,0.787,0.687,0.897,0.812,0.258,0.187
30514-5-25-2017,6,13,1,0,2,0,1,0,0,0,0,0,0,3265.597446,2017,5,25,0.806451613,,651,841,,-0.225921522,678.25,-0.040176926,0,0,0,0,0,0,0,0
30514-5-26-2017,6,14,1,0,2,0,1,0,0,0,0,0,0,3265.597446,2017,6,26,0.838709677,,737,779.3333333,,-0.054319932,686.16,0.074093506,0,0,0,0,0,0,0,0
30514-5-27-2017,6,15,1,0,2,0,1,0,0,0,0,0,0,3265.597446,2017,7,27,0.870967742,,751.3333333,524,,0.433842239,690.5769231,0.087979207,0,0,0,0,0,0,0,0
30514-5-28-2017,6,16,1,0,2,0,1,0,0,0,0,0,0,3265.597446,2017,1,28,0.903225806,,1003,651,,0.540706605,714.3333333,0.404106393,0,0,0,0,0,0,0,0
30514-5-30-2017,6,18,1,0,2,0,1,0,0,0,0,0,0,3265.597446,2017,3,30,0.967741935,,509.3333333,751.3333333,,-0.322094055,671.8275862,-0.24186898,0.839,0.662,0.776,0.375,0.88,0.75,0.061,0.187
30514-5-31-2017,6,19,1,0,2,0,1,0,0,0,0,0,0,3265.597446,2017,4,31,1,,195.6666667,1003,,-0.804918578,662.4666667,-0.704639227,0.554,0.672,0.572,0.733,0.512,0.533,0.597,0.8
30514-5-8-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,3265.597446,2018,3,8,0.258064516,,0,0,,0,0,0,0.541,0.587,0.344,0.333,0.56,0.666,0.185,0.066
30514-5-9-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,3265.597446,2018,4,9,0.290322581,,835,0,,0,313.125,1.666666667,0.811,0.435,0.729,0.437,0.876,0.937,0.04,0.062
30514-5-10-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,3265.597446,2018,5,10,0.322580645,,1562.333333,0,,0,520.7777778,2,0,0,0,0,0,0,0,0
30514-5-11-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,3265.597446,2018,6,11,0.35483871,,2337.333333,0,,0,701.2,2.333333333,0.65,0.242,0.838,0.812,0,0,0,0
30514-5-12-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,3265.597446,2018,7,12,0.387096774,,2473.333333,835,,1.962075848,902.2727273,1.741225861,0.497,0.516,0.651,0.8,0.62,0.6,0.591,0.4
30514-5-13-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,3265.597446,2018,1,13,0.419354839,,3212.333333,1562.333333,,1.056112652,1193.666667,1.691147724,0.429,0.333,0.351,0.4,0.65,0.8,0.102,0.2
30514-5-14-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,3265.597446,2018,2,14,0.451612903,,2734,2337.333333,,0.16970907,1170.307692,1.336137768,0.521,0.606,0.605,1,0.671,0.8,0.419,0.4
30514-5-15-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,3265.597446,2018,3,15,0.483870968,,2237.666667,2473.333333,,-0.095283019,1188.428571,0.882878551,0,0,0,0,0,0,0,0
30514-5-16-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,3265.597446,2018,4,16,0.516129032,,1327.333333,3212.333333,,-0.586800872,1220.4,0.087621545,0.891,0,0.933,1,0.843,1,0.943,1
30514-5-17-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,3265.597446,2018,5,17,0.548387097,,1761.666667,2734,,-0.355644965,1281.1875,0.375026424,0.744,0,0.976,1,0.588,1,0.986,1
30514-5-18-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,3265.597446,2018,6,18,0.580645161,,1704,2237.666667,,-0.238492477,1279.411765,0.331862069,0.929,0,0.767,1,0.944,1,0.029,1
30514-5-19-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,3265.597446,2018,7,19,0.612903226,,1597.666667,1327.333333,,0.203666499,1283.277778,0.244988961,0,0,0,0,0,0,0,0
30514-5-20-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,3265.597446,2018,1,20,0.64516129,,2304,1761.666667,,0.307852412,1442.684211,0.597023093,0.445,0.87,0.445,0.625,0.555,0.625,0.424,0.25
30514-5-21-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,3265.597446,2018,2,21,0.677419355,,2137,1704,,0.254107981,1408.05,0.517701786,0,0,0,0,0,0,0,0
30514-5-22-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,3265.597446,2018,3,22,0.709677419,,2159,1597.666667,,0.351345712,1408.380952,0.532965918,0.761,0.995,0.708,0.875,0.557,1,0.783,0.5
30514-5-23-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,3265.597446,2018,4,23,0.741935484,,1160.333333,2304,,-0.496383102,1404.181818,-0.173658768,0.797,0,0.907,1,0.785,1,0.77,0.875
30514-5-24-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,3265.597446,2018,5,24,0.774193548,,1492.666667,2137,,-0.301513024,1419.086957,0.051850036,0,0,0,0,0,0,0,0
30514-5-25-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,3265.597446,2018,6,25,0.806451613,,1605.333333,2159,,-0.256445885,1433,0.120260526,0.872,0.585,0.88,0.681,0.569,0.227,0.889,0.909
30514-5-26-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,3265.597446,2018,7,26,0.838709677,,1798.333333,1160.333333,,0.549841999,1451.48,0.238965286,0,0,0,0,0,0,0,0
30514-5-27-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,3265.597446,2018,1,27,0.870967742,,1957.666667,1492.666667,,0.311523001,1481.230769,0.321648664,0.922,0.837,0.959,0.9,0.915,0.9,0.793,0.7
30514-5-29-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,3265.597446,2018,3,29,0.935483871,,838.6666667,1798.333333,,-0.533642261,1385.821429,-0.394823424,0.873,0.589,0.885,0.6,0.793,0.5,0.829,0.6
30514-5-30-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,3265.597446,2018,4,30,0.967741935,,485,1957.666667,,-0.752256087,1378.172414,-0.64808467,0.637,0.059,0.723,0.136,0,0,0,0
30514-5-31-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,3265.597446,2018,5,31,1,,761.3333333,1470.333333,,-0.482203582,1369.566667,-0.444106408,0,0,0,0,0,0,0,0
30517-5-8-2017,6,30,1,0,2,0,1,0,0,0,0,0,0,1464.259104,2017,2,8,0.258064516,,0,0,,0,0,0,0.69,0.116,0.762,0.4,0.506,0.2,0.822,0.5
30517-5-9-2017,6,30,1,0,2,0,1,0,0,0,0,0,0,1464.259104,2017,3,9,0.290322581,,466.6666667,0,,0,175,1.666666667,0.739,0,0.791,1,0.863,1,0.114,0
30517-5-10-2017,6,30,1,0,2,0,1,0,0,0,0,0,0,1464.259104,2017,4,10,0.322580645,,960.3333333,0,,0,320.1111111,2,0.47,0,0.494,0.5,0.345,0.5,0.75,1
30517-5-11-2017,6,30,1,0,2,0,1,0,0,0,0,0,0,1464.259104,2017,5,11,0.35483871,,1361,0,,0,408.3,2.333333333,0.951,0,0.768,0.5,0.966,0.5,0.015,0.5
30517-5-12-2017,6,30,1,0,2,0,1,0,0,0,0,0,0,1464.259104,2017,6,12,0.387096774,,1453.333333,466.6666667,,2.114285714,523.6363636,1.775462963,0,0,0,0,0,0,0,0
30517-5-13-2017,6,30,1,0,2,0,1,0,0,0,0,0,0,1464.259104,2017,7,13,0.419354839,,1774,960.3333333,,0.847275252,683.5833333,1.595148117,0,0,0,0,0,0,0.352,0.923
30517-5-14-2017,6,30,1,0,2,0,1,0,0,0,0,0,0,1464.259104,2017,1,14,0.451612903,,3644.333333,1361,,1.677687975,1155.076923,2.155056828,0,0,0,0,0,0,0.709,0.766
30517-5-15-2017,6,30,1,0,2,0,1,0,0,0,0,0,0,1464.259104,2017,2,15,0.483870968,,3432.666667,1453.333333,,1.361926606,1147,1.99273467,0,0,0,0,0,0,0,0
30517-5-16-2017,6,30,1,0,2,0,1,0,0,0,0,0,0,1464.259104,2017,3,16,0.516129032,,3413.333333,1774,,0.924088688,1229.533333,1.776121022,0.887,0.575,0.897,0.625,0.963,0.916,0.653,0.208
30517-5-17-2017,6,30,1,0,2,0,1,0,0,0,0,0,0,1464.259104,2017,4,17,0.548387097,,1539.666667,3644.333333,,-0.577517607,1227.1875,0.254630337,0.801,0.732,0.81,0.846,0.851,0.769,0.39,0.615
30517-5-18-2017,6,30,1,0,2,0,1,0,0,0,0,0,0,1464.259104,2017,5,18,0.580645161,,1496.666667,3432.666667,,-0.563993008,1208.705882,0.23823892,0.928,0,0.963,1,0,0,0,0
30517-5-19-2017,6,30,1,0,2,0,1,0,0,0,0,0,0,1464.259104,2017,6,19,0.612903226,,1148,3413.333333,,-0.663671875,1215.944444,-0.055877918,0,0,0,0,0,0,0,0
30517-5-20-2017,6,30,1,0,2,0,1,0,0,0,0,0,0,1464.259104,2017,7,20,0.64516129,,1113,1539.666667,,-0.277116259,1209.157895,-0.07952468,0,0,0,0,0,0,0,0
30517-5-21-2017,6,30,1,0,2,0,1,0,0,0,0,0,0,1464.259104,2017,1,21,0.677419355,,1552.666667,1496.666667,,0.037416481,1260.3,0.231981803,0.47,0.243,0.689,0.692,0,0,0,0
30517-5-22-2017,6,30,1,0,2,0,1,0,0,0,0,0,0,1464.259104,2017,2,22,0.709677419,,1489.333333,1148,,0.297328688,1255,0.186719788,0,0,0,0,0,0,0,0
30517-5-23-2017,6,30,1,0,2,0,1,0,0,0,0,0,0,1464.259104,2017,3,23,0.741935484,,1485.333333,1113,,0.334531297,1246.818182,0.191299064,0.639,0.455,0.519,0.538,0.71,0.461,0.276,0.384
30517-5-24-2017,6,30,1,0,2,0,1,0,0,0,0,0,0,1464.259104,2017,4,24,0.774193548,,1176.333333,1552.666667,,-0.242378703,1249.347826,-0.058442086,0.813,0.647,0.821,0.769,0.755,0.538,0.313,0.615
30517-5-25-2017,6,30,1,0,2,0,1,0,0,0,0,0,0,1464.259104,2017,5,25,0.806451613,,990.3333333,1489.333333,,-0.335049239,1221.916667,-0.189524654,0.631,0.489,0.543,0.692,0.615,0.615,0.427,0.384
30517-5-26-2017,6,30,1,0,2,0,1,0,0,0,0,0,0,1464.259104,2017,6,26,0.838709677,,1056.333333,1485.333333,,-0.288824057,1223.96,-0.136954367,0.951,0,0.889,0.937,0.949,1,0.184,0.5
30517-5-27-2017,6,30,1,0,2,0,1,0,0,0,0,0,0,1464.259104,2017,7,27,0.870967742,,897,1176.333333,,-0.237461037,1208.692308,-0.257875644,0,0,0,0,0,0,0,0
30517-5-28-2017,6,30,1,0,2,0,1,0,0,0,0,0,0,1464.259104,2017,1,28,0.903225806,,2195.333333,990.3333333,,1.216762033,1330.074074,0.65053464,0.993,0,0.924,0.812,0.979,1,0.075,0.125
30517-5-30-2017,6,30,1,0,2,0,1,0,0,0,0,0,0,1464.259104,2017,3,30,0.967741935,,1799,897,,1.005574136,1269.758621,0.416804714,0,0,0,0,0,0,0,0
30517-5-31-2017,6,30,1,0,2,0,1,0,0,0,0,0,0,1464.259104,2017,4,31,1,,831,2195.333333,,-0.621469784,1280.166667,-0.350865773,0,0,0,0,0,0,0,0
30517-5-8-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,1464.259104,2018,3,8,0.258064516,,0,0,,0,0,0,0.939,0.794,0.7,0.4,0.807,0.8,0.24,0.4
30517-5-9-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,1464.259104,2018,4,9,0.290322581,,648.6666667,0,,0,243.25,1.666666667,0,0,0,0,0,0,0,0
30517-5-10-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,1464.259104,2018,5,10,0.322580645,,1012,0,,0,337.3333333,2,0.832,0,0.857,0.2,0.939,0.8,0.098,0
30517-5-11-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,1464.259104,2018,6,11,0.35483871,,1615,0,,0,484.5,2.333333333,0.841,0,0.896,0.6,0.882,0.4,0.823,0.6
30517-5-12-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,1464.259104,2018,7,12,0.387096774,,1807,648.6666667,,1.785714286,669.7272727,1.698113208,0,0,0,0,0,0,0,0
30517-5-13-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,1464.259104,2018,1,13,0.419354839,,3786.666667,1012,,2.741765481,1199.666667,2.156432342,0.573,0,0.763,0,0,0,0,0
30517-5-14-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,1464.259104,2018,2,14,0.451612903,,3486.333333,1615,,1.15872033,1177.230769,1.961469768,0.304,0.163,0.203,0.25,0.447,0.312,0.182,0.437
30517-5-15-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,1464.259104,2018,3,15,0.483870968,,3400.666667,1807,,0.881940601,1254.928571,1.709848787,0.856,0.542,0.969,0.875,0.772,0.125,0.99,1
30517-5-16-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,1464.259104,2018,4,16,0.516129032,,1818.333333,3786.666667,,-0.519806338,1323.4,0.373986197,0.729,0.649,0.93,1,0.206,0,0.994,1
30517-5-17-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,1464.259104,2018,5,17,0.548387097,,1960.333333,3486.333333,,-0.43770915,1324.0625,0.48054441,0,0,0,0,0,0,0,0
30517-5-18-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,1464.259104,2018,6,18,0.580645161,,1698,3400.666667,,-0.50068614,1333.117647,0.273706041,0,0,0,0,0,0,0,0
30517-5-19-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,1464.259104,2018,7,19,0.612903226,,1341.666667,1818.333333,,-0.262144821,1326.444444,0.011475959,0,0,0,0,0,0,0,0
30517-5-20-2018,6,30,1,0,2,0,1,0,0,0,0,0,0,1464.259104,2018,1,20,0.64516129,,1353.333333,1960.333333,,-0.309641217,1328.684211,0.018551528,0.978,0.956,0.947,0.916,0.981,0.958,0.079,0.125
